Hotel_Name,Hotel_Address,Average_Score,lat,lng,location,country,address
Acta CITY47,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,8.1,41.383515,2.1407396,,,
De L Europe Amsterdam,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,9.1,52.3678779,4.8948936,Amsterdam,Netherlands,"2-14, Nieuwe Doelenstraat, Oudezijde, Amsterdam, North Holland, Netherlands"
NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,8.8,52.3681919,4.8957609,Hilversum,Netherlands,"24, Nieuwe Doelenstraat, Langgewenstbuurt, Hilversum, North Holland, 1211CE, Netherlands"
Hotel Die Port van Cleve,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,8.0,52.3741426,4.8907741,Amsterdam,Netherlands,"176, Nieuwezijds Voorburgwal, Nieuwe Zijde, Amsterdam, North Holland, Netherlands"
INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,8.9,52.3754926,4.8929878,Amsterdam,Netherlands,"67, Nieuwezijds Voorburgwal, Nieuwe Zijde, Amsterdam, North Holland, 1012RE, Netherlands"
Inntel Hotels Amsterdam Centre,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,8.2,52.3760456,4.8943917,Amsterdam,Netherlands,"NH City Centre Amsterdam, Nieuwe Zijde, Amsterdam, North Holland, Netherlands"
Apex City Of London Hotel,No 1 Seething Lane City of London London EC3N 4AX United Kingdom,9.0,51.5104624,-0.0795502,City of London,United Kingdom,"Seething Lane, Aldgate, City of London, Greater London, England, EC3N 4AX, United Kingdom"
Mercure Hotel Amsterdam Centre Canal District,Noorderstraat 46 Amsterdam City Center 1017 TV Amsterdam Netherlands,8.2,52.3611852,4.8936341,Hoorn,Netherlands,"46, Noorderstraat, Binnenstad - Buurt 10 03, Hoorn, North Holland, 1621HV, Netherlands"
Onix Liceo,Nou de la Rambla 36 Ciutat Vella 08001 Barcelona Spain,8.1,41.3780229,2.1730782,Barcelona,Spain,"36, Carrer Nou de la Rambla, el Raval, Barcelona, Barcelona, 08001, Spain"
Abba Sants,Numancia 32 Sants Montju c 08029 Barcelona Spain,8.2,41.3825777,2.1400103,Alcalá De Guadaíra,Spain,"A-8029, Alcalá De Guadaíra, Seville, Spain"
NH Sants Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,8.2,41.384591,2.1378107,Barcelona,Spain,"NH Sants, 74, Carrer de Numància, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain"
COMO Metropolitan London,Old Park Lane Westminster Borough London W1K 1LB United Kingdom,9.0,51.5050355,-0.1500864,London,United Kingdom,"Old Park Lane, Mayfair, London, Greater London, W1K 1QR, United Kingdom"
Aloft London Excel,One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,8.7,51.5083719,0.0355768,London,United Kingdom,"1, Eastern Gateway, Royal Victoria Dock, London, Greater London, E16 1FR, United Kingdom"
Ham Yard Hotel,One Ham Yard Westminster Borough London W1D 7DT United Kingdom,9.5,51.511174,-0.1349904,London,United Kingdom,"Ham Yard, Soho, London, Greater London, W1D 7LU, United Kingdom"
DoubleTree by Hilton Amsterdam Centraal Station,Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,8.4,52.376752,4.904618,Amsterdam,Netherlands,"4, Oosterdoksstraat, Nieuwmarkt/Lastage, Amsterdam, North Holland, 1011DK, Netherlands"
Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010 Vienna Austria,8.9,48.2026449,16.3671054,Vienna,Austria,"Opernring, Kärntner Viertel, Innere Stadt, Vienna, 1010, Austria"
Exe Vienna,Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,7.7,48.2149414,16.3365285,Vienna,Austria,"Ottakringer Brauerei, 1, Ottakringer Platz, Ottakring, Vienna, Vienna, 1160, Austria"
Mercure Hotel Amsterdam West,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,7.8,52.3375677,4.8178172,Amsterdam,Netherlands,"20, Oude Haagseweg, Sloter-/Riekerpolder, Amsterdam, North Holland, 1066BW, Netherlands"
Luxury Suites Amsterdam,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,9.3,52.3702613,4.9032489,Amsterdam,Netherlands,"75, Oudeschans, Nieuwmarkt/Lastage, Amsterdam, North Holland, 1011KW, Netherlands"
Sofitel Legend The Grand Amsterdam,Oudezijds Voorburgwal 197 Amsterdam City Center 1012 EX Amsterdam Netherlands,9.2,52.370835,4.895403,Amsterdam,Netherlands,"197, Oudezijds Voorburgwal, Oudezijde, Amsterdam, North Holland, 1012EX, Netherlands"
Sir Adam Hotel,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,9.0,52.3840358,4.9028572,Amsterdam,Netherlands,"SiR ADAM, 7, Overhoeksplein, Overhoeks, Noord, Amsterdam, North Holland, Netherlands, 1031 KS, Netherlands"
Hotel Grums Barcelona,Palaud ries 26 Sants Montju c 08004 Barcelona Spain,8.3,41.3727844,2.1721134,,,
Hotel Spa Villa Olimpica Suites,Pallars 121 125 Sant Mart 08018 Barcelona Spain,8.0,41.3971434,2.1921947,Barcelona,Spain,"121-125, Carrer de Pallars, el Parc i la Llacuna del Poblenou, Barcelona, Barcelona, 08018, Spain"
Sall s Hotel Pere IV,Pallars 128 130 Sant Mart 08018 Barcelona Spain,7.9,41.3969273,2.192267,Barcelona,Spain,"128-130, Carrer de Pallars, el Parc i la Llacuna del Poblenou, Barcelona, Barcelona, 08018, Spain"
Hampton by Hilton Amsterdam Centre East,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,8.4,52.3714428,4.9346331,Amsterdam,Netherlands,"188, Panamalaan, Oostelijk Havengebied, Amsterdam, North Holland, 1019AZ, Netherlands"
Hotel Beethoven Wien,Papagenogasse 6 06 Mariahilf 1060 Vienna Austria,8.9,48.2000165,16.3641802,Vienna,Austria,"Papagenogasse, Laimgrube, KG Mariahilf, Mariahilf, Vienna, 1060, Austria"
Roomz Vienna,Paragonstra e 1 11 Simmering 1110 Vienna Austria,8.1,,,Vienna,Austria,"113, Simmeringer Hauptstraße, Simmering, Vienna, Vienna, 1110, Austria"
Silken Concordia,Paral lel 115 Sants Montju c 08004 Barcelona Spain,8.2,41.3747873,2.1611846,,,
Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom,7.9,51.5082019,-0.1545589,London,United Kingdom,"Queen's Park Launderette, 299, Kilburn Lane, Kensal Town, Queen's Park, London Borough of Brent, London, Greater London, England, W9 3EG, United Kingdom"
Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010 Vienna Austria,9.0,48.2056333,16.3778615,Vienna,Austria,"Parkring, Stubenviertel, Innere Stadt, Vienna, 1010, Austria"
Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,8.2,48.2050967,16.3770928,Vienna,Austria,"Parkring, Stubenviertel, Innere Stadt, Vienna, 1010, Austria"
H10 Port Vell 4 Sup,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain,9.2,41.3815625,2.1838458,Barcelona,Spain,"Pas de Sota Muralla, la Ribera, Sant Pere, Santa Caterina i la Ribera, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Hotel Margot House,Paseo de Gracia 46 Eixample 08007 Barcelona Spain,9.4,41.3918805,2.1660363,Barcelona,Spain,"Passeig de Gràcia, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Condes de Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,8.7,41.3935497,2.1627098,Barcelona,Spain,"Passeig de Gràcia, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Monument Hotel,Paseo de Gracia 75 Eixample 08008 Barcelona Spain,9.3,41.3939082,2.1622556,Barcelona,Spain,"Passeig de Gràcia, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Occidental Atenea Mar Adults Only,Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,8.2,41.4023621,2.2119049,Barcelona,Spain,"37-47, Passeig de Garcia Fària, Diagonal Mar i el Front Maritim del Poblenou, Barcelona, Barcelona, 08019, Spain"
Hotel Front Maritim,Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain,7.5,41.4037972,2.213767,,,
AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Paseo Taulat 278 Sant Mart 08019 Barcelona Spain,8.1,41.4101306,2.2188047,Barcelona,Spain,"278, Passeig del Taulat, Diagonal Mar i el Front Maritim del Poblenou, Barcelona, Barcelona, 08019, Spain"
Duquesa de Cardona,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,8.9,41.3798658,2.1805271,Barcelona,Spain,"Hotel Duquesa de Cardona, 12, Passeig de Colom, Gothic Quarter, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain"
Hotel The Serras,Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain,9.6,41.3801815,2.180688,Barcelona,Spain,"9, Passeig de Colom, Gothic Quarter, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain"
Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,8.3,41.3907208,2.1660732,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Mandarin Oriental Barcelona,Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain,9.0,41.391393,2.1668467,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Hotel Casa Fuster G L Monumento,Passeig de Gracia 132 Gr cia 08008 Barcelona Spain,9.0,41.3980162,2.1581229,Barcelona,Spain,"132, Passeig de Gràcia, la Vila de Gracia, Barcelona, Barcelona, 08008, Spain"
Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain,9.2,41.3930168,2.1646148,Barcelona,Spain,"Casa del Llibre, 62, Passeig de Gràcia, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08007, Spain"
Majestic Hotel Spa Barcelona GL,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,8.9,41.3935179,2.1639813,Barcelona,Spain,"Majestic Hotel & Spa, 68-70, Passeig de Gràcia, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,8.6,41.3946775,2.162638,Barcelona,Spain,"Hotel Royal Passeig de Gracia, 84, Passeig de Gràcia, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
K K Hotel Picasso,Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,8.9,41.3866227,2.1840722,Barcelona,Spain,"San Pedrito, 26-30, Passeig de Picasso, el Born, Sant Pere, Santa Caterina i la Ribera, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
AC Hotel Sants a Marriott Lifestyle Hotel,Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain,8.0,41.3775577,2.1384686,Barcelona,Spain,"36, Passeig de Sant Antoni, Sants, Barcelona, Barcelona, 08014, Spain"
Hilton Diagonal Mar Barcelona,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,7.9,41.4084334,2.2178205,Barcelona,Spain,"262-264, Passeig del Taulat, Diagonal Mar i el Front Maritim del Poblenou, Barcelona, Barcelona, 08019, Spain"
Hotel Palais Strudlhof,Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,8.7,48.2217697,16.3578738,Vienna,Austria,"Pasteurgasse, Thurygrund, KG Alsergrund, Alsergrund, Vienna, 1090, Austria"
Renaissance Barcelona Hotel,Pau Clar s 122 Eixample 08009 Barcelona Spain,7.6,,,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Claris Hotel Spa GL,Pau Claris 150 Eixample 08009 Barcelona Spain,8.6,41.3944848,2.1651078,Unknown,Somalia,"150, Cl Pau Claris, Bardhere, Gedo, 8009, Somalia"
H10 Casa Mimosa 4 Sup,Pau Claris 179 Eixample 08037 Barcelona Spain,9.6,41.3962106,2.1621171,Barcelona,Spain,"179, Carrer de Pau Claris, la Dreta de l'Eixample, Barcelona, Barcelona, 08037, Spain"
Catalonia Ramblas 4 Sup,Pelai 28 Ciutat Vella 08002 Barcelona Spain,8.6,41.3856387,2.1668274,Barcelona,Spain,"28, Carrer de Pelai, el Raval, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Hotel Midmost,Pelayo 14 Ciutat Vella 08001 Barcelona Spain,9.2,41.3856173,2.1659487,Unknown,Kenya,"14, Cl Pelayo, Taita Taveta, Coast, 23712, Kenya"
Arthotel ANA Westbahn,Pelzgasse 1 15 Rudolfsheim F nfhaus 1150 Vienna Austria,8.3,48.1979514,16.336318,Vienna,Austria,"1, Pelzgasse, Westbahnhof, Vienna, Vienna, Austria"
The Rookery,Peters Lane Cowcross Street Islington London EC1M 6DS United Kingdom,9.1,51.520171,-0.102463,London,United Kingdom,"Cowcross Street, Farringdon, London, Greater London, EC1M 6PU, United Kingdom"
Hotel Wandl,Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,8.5,48.2097026,16.3703902,Vienna,Austria,"Petersplatz, Innere Stadt, Vienna, 1010, Austria"
Hotel Sacher Wien,Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,9.5,48.2038793,16.3698086,Unknown,Austria,Austria
ME Milan Il Duca,Piazza della Repubblica 13 Central Station 20124 Milan Italy,9.2,45.4793852,9.1961308,Milan,Italy,"13, Piazza Della Repubblica, Quarto Oggiaro, Milan, Milano, 20124, Italy"
Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124 Milan Italy,9.1,45.479888,9.1962982,Milan,Italy,"17, Piazza Della Repubblica, Quarto Oggiaro, Milan, Milano, 20124, Italy"
The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy,8.5,45.4790357,9.199028,Milan,Italy,"20, Piazza Della Repubblica, Quarto Oggiaro, Milan, Milano, 20124, Italy"
Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,8.8,45.4838504,9.2034067,,,
Excelsior Hotel Gallia Luxury Collection Hotel,Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,9.4,45.4857027,9.2020127,,,
Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy,8.6,45.4638223,9.1940273,San Giorgio Delle Pertiche,Italy,"Piazza Fontana, San Giorgio Delle Pertiche, Padova, Italy"
TownHouse 12,Piazza Gerusalemme 12 Sempione 20154 Milan Italy,8.1,45.4844028,9.1673528,Milan,Italy,"12, Piazza Gerusalemme, Quarto Oggiaro, Milan, Milano, 20154, Italy"
Hotel Mozart,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,8.0,45.4834133,9.1666361,Milan,Italy,"6, Piazza Gerusalemme, Quarto Oggiaro, Milan, Milano, 20154, Italy"
Hotel Dei Cavalieri,Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,8.4,45.4608547,9.1886179,Milan Belfiore,Italy,"Milan Belfiore, Padova, Italy"
Best Western Plus Hotel Galles,Piazza Lima 2 Central Station 20124 Milan Italy,8.5,45.4805847,9.2117326,,,
Starhotels Anderson,Piazza Luigi di Savoia 20 Central Station 20124 Milan Italy,8.7,45.4852549,9.2069501,Milan,Italy,"20, Piazza Luigi Di Savoia, Greco, Milan, Milano, 20124, Italy"
Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,8.4,45.4845143,9.2057532,Milan,Italy,"6, Piazza Luigi di Savoia, Greco, Milan, Milano, 20124, Italy"
Hotel Mercure Milano Centro,Piazza Oberdan 12 Milan City Center 20129 Milan Italy,8.4,45.4747809,9.2059385,Adria,Italy,"Piazza Guglielmo Oberdan, Adria, Rovigo, Italy"
NYX Milan,Piazza Quattro Novembre 3 Central Station 20124 Milan Italy,8.8,45.4868745,9.2018406,Milan,Italy,"3, Piazza Quattro Novembre, Greco, Milan, Milano, 20124, Italy"
The Yard Milano,Piazza XXIV Maggio 8 Milan City Center 20123 Milan Italy,9.2,45.453152,9.179172,Milan Belfiore,Italy,"Milan Belfiore, Padova, Italy"
Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,7.6,45.498503,9.1664111,Milan,Italy,"Hotel Sunflower, 10, Piazzale Lugano, Bovisa, Municipio 9, Milan, Lombardy, 20158, Italy"
Sheraton Grand London Park Lane,Piccadilly Westminster Borough London W1J 7BX United Kingdom,8.1,51.5092876,-0.1370062,London,United Kingdom,"Knightsbridge - Piccadilly Line - Westbound - Platform 2, Brompton Road, Knightsbridge, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW1X 7LJ, United Kingdom"
M venpick Hotel Amsterdam City Centre,Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,8.4,52.3781016,4.9142508,Yerseke,Netherlands,"11, Zeeburg, Yerseke - Kern, Yerseke, Zeeland, 4401DA, Netherlands"
Silken Ramblas,Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain,7.9,41.3830117,2.1700699,Barcelona,Spain,"13, Carrer del Pintor Fortuny, el Raval, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,9.1,41.3810421,2.1814294,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Hotel SB Diagonal Zero Barcelona 4 Sup,Pla a de Llevant s n Sant Mart 08019 Barcelona Spain,8.2,41.4111652,2.2192012,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Hotel DO Pla a Reial G L ,Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,9.3,41.3799929,2.1748256,Barcelona,Spain,"Barcelona, Barcelona, Spain"
W Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,8.5,41.368437,2.1901534,Barcelona,Spain,"103, Passeig de Joan de Borbó, La Barceloneta, Barcelona, Barcelona, 08039, Spain"
H10 Urquinaona Plaza,Pla a Urquinaona 2 Eixample 08010 Barcelona Spain,9.1,41.3892128,2.1726015,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,8.3,48.8639788,2.3352615,Paris,France,"Place André Malraux, Palais Royal, Paris, Paris, France"
W Paris Op ra,Place de l Op ra 4 rue Meyerbeer 9th arr 75009 Paris France,8.2,48.8719697,2.3316014,Paris,France,"4, Rue Meyerbeer, Chaussee d'Antin, Paris, Paris, 75009, France"
Hotel Miramar Barcelona GL,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,8.7,41.3703041,2.17141,Barcelona,Spain,"Pl. Sants, Sants, Barcelona, Barcelona, Spain"
Olivia Plaza Hotel,Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,9.3,41.3861459,2.1711594,Unknown,Somalia,"19, Pz De Catalunya, Garbaharey, Gedo, 17480, Somalia"
Catalonia Barcelona Plaza,Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,8.4,41.3750293,2.1491172,Barcelona,Spain,"6-8, Plaça Espanya, Hostafrancs, Barcelona, Barcelona, 08014, Spain"
Barcel Sants,Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain,8.6,41.3798964,2.1412433,Barcelona,Spain,"Pl. Països Catalans, Sants, Barcelona, Barcelona, Spain"
London Marriott Maida Vale,Plaza Parade Camden London NW6 5RP United Kingdom,8.1,51.5357597,-0.1902591,London,United Kingdom,"Plaza Parade, South Hampstead, London Borough of Camden, London, Greater London, England, United Kingdom"
The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,9.3,51.517876,-0.1440647,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
The Ned,Poultry 27 City of London London EC2R 8AJ United Kingdom,9.3,51.5135929,-0.0907833,City of London,United Kingdom,"The Ned, 27, Poultry, Cheap, City of London, Greater London, England, EC2R 8AJ, United Kingdom"
Sofitel Vienna Stephansdom,Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria,9.0,48.212857,16.37986,Vienna,Austria,"Leopoldstadt, Vienna, Vienna, Austria"
Grand Hotel Amr th Amsterdam,Prins Hendrikkade 108 Amsterdam City Center 1011 AK Amsterdam Netherlands,8.3,52.3744149,4.9041443,Amsterdam,Netherlands,"108, Prins Hendrikkade, Nieuwmarkt/Lastage, Amsterdam, North Holland, 1011AK, Netherlands"
art otel Amsterdam,Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands,9.0,52.377743,4.897057,Amsterdam,Netherlands,"33, Prins Hendrikkade, Nieuwe Zijde, Amsterdam, North Holland, 1012TM, Netherlands"
NH Collection Amsterdam Barbizon Palace,Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,8.6,52.3764175,4.9002201,Amsterdam,Netherlands,"59-72, Prins Hendrikkade, Oudezijde, Amsterdam, North Holland, 1012AD, Netherlands"
Pulitzer Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,9.1,52.3728353,4.883326,Amsterdam,Netherlands,"Prinsengracht, Grachtengordel-West, Amsterdam, North Holland, Netherlands"
Dikker en Thijs Fenice Hotel,Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,8.4,52.364971,4.8839827,Amsterdam,Netherlands,"444, Prinsengracht, De Weteringschans, Amsterdam, North Holland, 1017KE, Netherlands"
Andaz Amsterdam Prinsengracht A Hyatt Hotel,Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,9.3,52.3678368,4.8830788,Amsterdam,Netherlands,"587, Prinsengracht, Grachtengordel-West, Amsterdam, North Holland, 1016HT, Netherlands"
Hotel Seven One Seven,Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,8.8,52.3648077,4.8853962,Amsterdam,Netherlands,"717, Prinsengracht, Grachtengordel-Zuid, Amsterdam, North Holland, 1017JW, Netherlands"
citizenM Amsterdam,Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands,8.6,52.3419432,4.8759604,Amsterdam,Netherlands,"30, Prinses Irenestraat, Station Zuid/WTC e.o., Amsterdam, North Holland, 1077WX, Netherlands"
InterContinental Amstel Amsterdam,Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,9.0,52.3600068,4.9051643,Amsterdam,Netherlands,"1, Prof. Tulpplein, Weesperbuurt/Plantage, Amsterdam, North Holland, 1018GX, Netherlands"
Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019 Barcelona Spain,8.1,41.4052324,2.2117289,Barcelona,Spain,"Als Santpere, el Raval, Barcelona, Barcelona, Spain"
Hotel America Barcelona,Provenza 195 Eixample 08008 Barcelona Spain,8.7,41.3919083,2.1573318,Ensenada,Mexico,"195, Calle Provenza, Ensenada, Ensenada, Baja California, Mexico"
Golden Tulip Amsterdam Riverside,Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands,7.5,52.3154533,4.9962997,Amsterdam,Netherlands,"Gr8 Hotel Amsterdam Riverside, 38, Provincialeweg, Zuidoost, Driemond, Amsterdam, North Holland, Netherlands, 1108 AB, Netherlands"
Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023 Barcelona Spain,7.4,41.4072812,2.1443116,Barcelona,Spain,"68, Carrer del Putget, el Putxet i el Farro, Barcelona, Barcelona, 08023, Spain"
Hotel Murmuri Barcelona,Rambla Catalunya 104 Eixample 08008 Barcelona Spain,8.8,41.3941625,2.1597836,Barcelona,Spain,"Rambla de Catalunya, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
NH Collection Barcelona Gran Hotel Calder n,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,8.8,41.3894654,2.1662651,Barcelona,Spain,"Rambla de Catalunya, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,9.2,41.3875467,2.1673975,Barcelona,Spain,"Rambla de Catalunya, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
HCC Regente,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,8.1,41.3922919,2.1622256,Barcelona,Spain,"HCC Regente, 76, Rambla de Catalunya, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain"
Barcel Raval,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,8.4,41.3790126,2.1696339,Barcelona,Spain,"360°, 17-21, Rambla del Raval, el Raval, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Le M ridien Barcelona,Ramblas 111 Ciutat Vella 08002 Barcelona Spain,8.2,41.3837453,2.171014,Barcelona,Spain,"111, La ramblas, el Raval, Barcelona, Barcelona, Spain"
Ilunion Barcelona,Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,7.9,41.3989322,2.2024183,Cantillana,Spain,"A-8005, Cantillana, Seville, Spain"
Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,8.5,48.2133054,16.3567884,Vienna,Austria,"Bezirksmuseum Innere Stadt, 8, Wipplingerstraße, Stephansdom, Vienna, Vienna, 1010, Austria"
Hotel Landhaus Fuhrgassl Huber,Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,9.0,48.2508693,16.304957,Vienna,Austria,"45, Rathstraße, Neustift, Vienna, Vienna, 1190, Austria"
Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,7.9,48.1776236,16.3243588,Vienna,Austria,"Ratschkygasse, Gatterhölzl, KG Meidling, Meidling, Vienna, 1120, Austria"
Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,8.8,41.3896916,2.1798661,Barcelona,Spain,"16-18, Carrer del Rec Comtal, Sant Pere, Barcelona, Barcelona, 08003, Spain"
NH Amsterdam Caransa,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,7.9,52.3664077,4.8969091,Lisse,Netherlands,"19, Rembrandtplein, Schilderswijk, Lisse, South Holland, 2162EA, Netherlands"
NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.7,52.3657092,4.8966912,Amsterdam,Netherlands,"26, Rembrandtplein, Grachtengordel-Zuid, Amsterdam, North Holland, Netherlands"
Royal Amsterdam Hotel,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.4,52.3657281,4.8972883,Amsterdam,Netherlands,"44, Rembrandtplein, Grachtengordel-Zuid, Amsterdam, North Holland, 1017CV, Netherlands"
Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030 Vienna Austria,8.4,48.1955998,16.3826989,Unknown,Austria,Austria
NH Wien Belvedere,Rennweg 12a 03 Landstra e 1030 Vienna Austria,8.4,48.1954348,16.383429,Unknown,Austria,Austria
